Date,Time,Store,Location,Magazine,Magazine_Location,Week,Year,Product,Brand,Description,Quantity,Unit,Price,Currency,URL,OCR_Confidence,Language,Notes,Image_Path
2026-04-06,10:09:07,Carrefour,Paris,carrefour_fr,Paris,14,2026,fromage,mdd,"camembert onctueux classic; boite",250.00,g,1.59,EUR,https://www.carrefour.fr/p/camembert-carrefour-classic-3270190020165,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\fromage_250.00g\2026-04-06_10-08-54-812.png"
2026-04-06,10:11:29,Carrefour,Paris,carrefour_fr,Paris,14,2026,fromage,mdd,"mimolette en tranches 10x; barquete",200.00,g,1.99,EUR,https://www.carrefour.fr/p/mimolette-en-tranches-carrefour-3560070100514,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\fromage_200.00g\2026-04-06_10-11-19-300.png"
2026-04-06,10:32:16,Carrefour,Paris,carrefour_fr,Paris,14,2026,lait,entier,"mmd; briquet",1.00,L,1.12,EUR,https://www.carrefour.fr/p/lait-entier-uht-carrefour-classic-3560071457389,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\lait_1.00L\2026-04-06_10-32-07-411.png"
2026-04-06,10:34:38,Carrefour,Paris,carrefour_fr,Paris,14,2026,lait,mdd,"entiere de montagne; bouteille",1.00,L,1.30,EUR,https://www.carrefour.fr/p/lait-entier-de-montagne-carrefour-extra-3270190207443,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\lait_1.00L\2026-04-06_10-34-29-617.png"
2026-04-06,10:39:52,Carrefour,Paris,carrefour_fr,Paris,14,2026,lait,candia,"entier grandlait; bouteille",1.00,L,1.62,EUR,https://www.carrefour.fr/p/lait-entier-entier-grandlait-grandlait-3176571645005,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\lait_1.00L\2026-04-06_10-39-44-704.png"
2026-04-06,12:05:05,Carrefour,Paris,carrefour_fr,Paris,14,2026,yaourt,mdd,"nature 8x 125mg pack; pot",1.00,kg,1.69,EUR,https://www.carrefour.fr/p/yaourts-brasse-nature-carrefour-classic-3270190023814,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\yaourt_1.00kg\2026-04-06_12-04-56-419.png"
2026-04-06,12:08:41,Carrefour,Paris,carrefour_fr,Paris,14,2026,yaourt,mdd,"grec; pot",1.00,kg,4.99,EUR,https://www.carrefour.fr/p/yaourts-a-la-grecque-grec-carrefour-original-3560071411220,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\yaourt_1.00kg\2026-04-06_12-08-34-020.png"
2026-04-06,12:19:12,Carrefour,Paris,carrefour_fr,Paris,14,2026,dentifrice,signal,"integral complet; tube",75.00,ml,2.49,EUR,https://www.carrefour.fr/p/dentifrice-integral-8-complet-effet-prebiotique-signal-8720181416316,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\dentifrice_75.00cl\2026-04-06_12-19-05-249.png"
2026-04-06,13:18:19,Carrefour,Paris,carrefour_fr,Paris,14,2026,dentifrice,mdd,"complet soft expert 8; tube",75.00,ml,0.75,EUR,https://www.carrefour.fr/p/dentifrice-complet-carrefour-soft-3560071176204,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\dentifrice_75.00cl\2026-04-06_13-18-10-282.png"
2026-04-06,13:28:12,Carrefour,Paris,carrefour_fr,Paris,14,2026,dentifrice,mdd,"enfant 3-6 ans fraise; tube",50.00,ml,0.99,EUR,https://www.carrefour.fr/p/dentifrice-enfant-3-6-ans-fraise-carrefour-soft-3560071551179,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\dentifrice\2026-04-06_13-29-26-598.png"
2026-04-06,13:47:34,Carrefour,Paris,carrefour_fr,Paris,15,2026,jambon,mdd,"le paris etouffee 10x; barquette",400.00,g,4.05,EUR,https://www.carrefour.fr/p/jambon-le-paris-cuit-a-l-etouffee-carrefour-classic-3560071096311,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\jambon_400.00g\2026-04-06_13-47-24-656.png"
2026-04-06,13:49:53,Carrefour,Paris,carrefour_fr,Paris,15,2026,jambon,herta,"le bon paris etouffe 10x; barquette",425.00,g,4.89,EUR,https://www.carrefour.fr/p/jambon-a-l-etouffe-le-bon-paris-herta-3154230809456,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\jambon_425.00g\2026-04-06_13-49-39-145.png"
2026-04-06,14:01:50,Carrefour,Paris,carrefour_fr,Paris,15,2026,oeufs,mdd,"de poules frais rouge plein air 12x; boite",12.00,piece,3.65,EUR,https://www.carrefour.fr/p/oeufs-frais-label-rouge-plein-air-carrefour-original-3560070773275,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\oeufs_12.00piece\2026-04-06_14-01-15-686.png"
2026-04-06,14:04:30,Carrefour,Paris,carrefour_fr,Paris,15,2026,oeufs,lustucru,"de poules rouges plain air; boite",12.00,piece,4.49,EUR,https://www.carrefour.fr/p/oeufs-gros-plein-air-lustucru-3700864017127,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\oeufs_12.00piece\2026-04-06_14-04-22-283.png"
2026-04-06,21:53:21,Carrefour,Paris,carrefour_fr,Paris,14,2026,poitrine,mdd,"fumee tranches 10x; barquette",140.00,g,2.29,EUR,https://www.carrefour.fr/p/poitrine-fumee-tranches-fines-carrefour-classic-3560071154288,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\poitrine\2026-04-06_21-53-43-937.png"
2026-04-06,22:01:40,Carrefour,Paris,carrefour_fr,Paris,14,2026,poitrine,herta,"fumees fines tranches 14x",200.00,g,3.65,EUR,https://www.carrefour.fr/p/poitrine-fumee-fines-tranches-herta-7613034423290,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\poitrine_200.00g\2026-04-06_22-01-30-175.png"
2026-04-06,22:05:35,Carrefour,Paris,carrefour_fr,Paris,14,2026,porc,mdd,"filiere sans os a rotir; barquette",800.00,g,7.99,EUR,https://www.carrefour.fr/p/filet-de-porc-sans-os-a-rotir-filiere-qualite-carrefour-3276559975343,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\porc\2026-04-06_22-06-16-081.png"
2026-04-06,22:09:31,Carrefour,Paris,carrefour_fr,Paris,14,2026,poulet,mdd,"filets; barquette",1.00,kg,10.99,EUR,https://www.carrefour.fr/p/filets-de-poulet-5413458017578,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\poulet_1.00kg\2026-04-06_22-09-24-411.png"
2026-04-06,22:11:26,Carrefour,Paris,carrefour_fr,Paris,14,2026,poulet,duc,"filets; barquete",1.00,kg,11.25,EUR,https://www.carrefour.fr/p/filets-de-poulet-duc-3531940160006,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Carrefour\poulet_1.00kg\2026-04-06_22-11-20-296.png"
2026-04-06,22:16:29,Auchan,Paris,auchan_fr,Paris,15,2026,sardines,mdd,"a l'huile d'olive classic; boite",135.00,g,1.39,EUR,https://www.carrefour.fr/p/sardines-a-l-huile-d-olive-vierge-extra-carrefour-classic-3560071544003,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\sardines_135.00g\2026-04-06_22-16-23-218.png"
2026-04-06,22:21:10,Auchan,Paris,auchan_fr,Paris,15,2026,saucisse,herta,"100% pur porc 10x; paquet",350.00,g,1.85,EUR,https://www.carrefour.fr/p/saucisses-100-pur-porc-herta-knacki-3154230801368,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\saucisse_350.00g\2026-04-06_22-20-58-071.png"
2026-04-06,22:23:24,Auchan,Paris,auchan_fr,Paris,15,2026,thon,mdd,"entier albacore naturel; boite",280.00,g,3.95,EUR,https://www.carrefour.fr/p/thon-entier-albacore-au-naturel-carrefour-classic-3560070808762,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\thon_280.00g\2026-04-06_22-23-15-435.png"
2026-04-06,22:25:22,Auchan,Paris,auchan_fr,Paris,15,2026,thon,petit-navire,"entier naturel; boite",280.00,g,4.85,EUR,https://www.carrefour.fr/p/thon-entier-albacore-au-naturel-petit-navire-3019081239879,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\thon_280.00g\2026-04-06_22-25-14-259.png"
2026-04-06,22:30:03,Auchan,Paris,auchan_fr,Paris,15,2026,viande-bovine,mdd,"bourguignon a mijoter; barquette",950.00,g,13.67,EUR,https://www.carrefour.fr/p/viande-bovine-bourguignon-a-mijoter-3276550964971,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\viande-bovine_950.00g\2026-04-06_22-29-56-921.png"
2026-04-06,22:31:43,Auchan,Paris,auchan_fr,Paris,15,2026,viande-bovine,mdd,"steajs a griller; barquette",700.00,g,13.85,EUR,https://www.carrefour.fr/p/viande-bovine-steaks-a-griller-3276551165834,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\viande-bovine_700.00g\2026-04-06_22-31-36-740.png"
2026-04-06,22:39:30,Auchan,Paris,auchan_fr,Paris,15,2026,viande-bovine,mdd,"hachee extra 15% mg; paquet",400.00,g,5.99,EUR,https://www.carrefour.fr/p/viande-hachee-pur-boeuf-15-mg-carrefour-extra-3560070714568,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\viande-bovine_400.00g\2026-04-06_22-39-22-888.png"
2026-04-06,22:41:57,Auchan,Paris,auchan_fr,Paris,15,2026,sauce-tomate,mdd,"basilic classic; bocal",420.00,g,1.19,EUR,https://www.carrefour.fr/p/sauce-tomates-basilic-carrefour-classic-3560070669905,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\sauce-tomate_420.00g\2026-04-06_22-41-51-470.png"
2026-04-06,22:44:24,Auchan,Paris,auchan_fr,Paris,15,2026,sel-de-mer,la-baleine,"fin iode et fluore; versoir",550.00,g,0.92,EUR,https://www.carrefour.fr/p/sel-fin-iode-et-fluore-la-baleine-3183280017337,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\sel-de-mer_550.00g\2026-04-06_22-44-15-867.png"
2026-04-06,22:46:14,Auchan,Paris,auchan_fr,Paris,15,2026,vinaigre,mdd,"vin rouge classic; bouteille",75.00,cl,1.09,EUR,https://www.carrefour.fr/p/vinaigre-de-vin-rouge-carrefour-classic-3270190006763,,fr,"","C:\Users\emman\p_Claude\capstone\datacollection\Auchan\Auchan\vinaigre\2026-04-06_22-46-59-502.png"
